Section,Activity,Audio ID,Arabic text,Filename,Status,Problem
"conversation","dialogue-full","c2-dialogue-full","مَسَاءُ الْخَيْرِ. أَهْلًا بِكُمْ فِي مَرْكَزِ دَارِ اللُّغَةِ فِي مَكْنَاسَ. مَسَاءُ النُّورِ. هَلْ أَنْتُمْ طُلَّابٌ جُدُدٌ؟ نَعَمْ، نَحْنُ طُلَّابٌ جُدُدٌ. مَا اللُّغَاتُ الَّتِي تَتَكَلَّمُونَهَا؟ أَنَا أَتَكَلَّمُ الْإِنْجِلِيزِيَّةَ وَالْفَرَنْسِيَّةَ. وَأَنَا أَتَكَلَّمُ الْإِنْجِلِيزِيَّةَ. هَلْ تَتَكَلَّمُونَ الْعَرَبِيَّةَ؟ نَتَكَلَّمُ الْعَرَبِيَّةَ قَلِيلًا، وَنَدْرُسُ الْفُصْحَى فِي الْمَرْكَزِ. هَلْ أَنْتِ مُدَرِّسَةٌ؟ لَا، أَنَا مُوَظَّفَةٌ وَمُتَرْجِمَةٌ. أَنَا مُتَخَصِّصَةٌ فِي اللُّغَةِ الْعَرَبِيَّةِ. مَتَى الدَّرْسُ الْيَوْمَ؟ الدَّرْسُ مِنَ الْخَامِسَةِ إِلَى السَّادِسَةِ مَسَاءً. وَهَلْ عِنْدَكُمْ دَرْسٌ غَدًا؟ نَعَمْ، عِنْدَنَا دَرْسٌ غَدًا أَيْضًا. شُكْرًا. إِلَى اللِّقَاءِ.","dialogue-full.mp3","Verified file and mapping metadata",""
"conversation","dialogue-line","c2-dialogue-01","مَسَاءُ الْخَيْرِ. أَهْلًا بِكُمْ فِي مَرْكَزِ دَارِ اللُّغَةِ فِي مَكْنَاسَ.","dialogue-01.mp3","Verified file and mapping metadata",""
"conversation","dialogue-line","c2-dialogue-02","مَسَاءُ النُّورِ.","dialogue-02.mp3","Verified file and mapping metadata",""
"conversation","dialogue-line","c2-dialogue-03","هَلْ أَنْتُمْ طُلَّابٌ جُدُدٌ؟","dialogue-03.mp3","Verified file and mapping metadata",""
"conversation","dialogue-line","c2-dialogue-04","نَعَمْ، نَحْنُ طُلَّابٌ جُدُدٌ.","dialogue-04.mp3","Verified file and mapping metadata",""
"conversation","dialogue-line","c2-dialogue-05","مَا اللُّغَاتُ الَّتِي تَتَكَلَّمُونَهَا؟","dialogue-05.mp3","Verified file and mapping metadata",""
"conversation","dialogue-line","c2-dialogue-06","أَنَا أَتَكَلَّمُ الْإِنْجِلِيزِيَّةَ وَالْفَرَنْسِيَّةَ.","dialogue-06.mp3","Verified file and mapping metadata",""
"conversation","dialogue-line","c2-dialogue-07","وَأَنَا أَتَكَلَّمُ الْإِنْجِلِيزِيَّةَ.","dialogue-07.mp3","Verified file and mapping metadata",""
"conversation","dialogue-line","c2-dialogue-08","هَلْ تَتَكَلَّمُونَ الْعَرَبِيَّةَ؟","dialogue-08.mp3","Verified file and mapping metadata",""
"conversation","dialogue-line","c2-dialogue-09","نَتَكَلَّمُ الْعَرَبِيَّةَ قَلِيلًا، وَنَدْرُسُ الْفُصْحَى فِي الْمَرْكَزِ.","dialogue-09.mp3","Verified file and mapping metadata",""
"conversation","dialogue-line","c2-dialogue-10","هَلْ أَنْتِ مُدَرِّسَةٌ؟","dialogue-10.mp3","Verified file and mapping metadata",""
"conversation","dialogue-line","c2-dialogue-11","لَا، أَنَا مُوَظَّفَةٌ وَمُتَرْجِمَةٌ. أَنَا مُتَخَصِّصَةٌ فِي اللُّغَةِ الْعَرَبِيَّةِ.","dialogue-11.mp3","Verified file and mapping metadata",""
"conversation","dialogue-line","c2-dialogue-12","مَتَى الدَّرْسُ الْيَوْمَ؟","dialogue-12.mp3","Verified file and mapping metadata",""
"conversation","dialogue-line","c2-dialogue-13","الدَّرْسُ مِنَ الْخَامِسَةِ إِلَى السَّادِسَةِ مَسَاءً.","dialogue-13.mp3","Verified file and mapping metadata",""
"conversation","dialogue-line","c2-dialogue-14","وَهَلْ عِنْدَكُمْ دَرْسٌ غَدًا؟","dialogue-14.mp3","Verified file and mapping metadata",""
"conversation","dialogue-line","c2-dialogue-15","نَعَمْ، عِنْدَنَا دَرْسٌ غَدًا أَيْضًا.","dialogue-15.mp3","Verified file and mapping metadata",""
"conversation","dialogue-line","c2-dialogue-16","شُكْرًا. إِلَى اللِّقَاءِ.","dialogue-16.mp3","Verified file and mapping metadata",""
"conversation","pronunciation","c2-pronunciation-01","نَحْنُ طُلَّابٌ جُدُدٌ.","pronunciation-01.mp3","Verified file and mapping metadata",""
"conversation","pronunciation","c2-pronunciation-02","مَا اللُّغَاتُ الَّتِي تَتَكَلَّمُونَهَا؟","pronunciation-02.mp3","Verified file and mapping metadata",""
"conversation","pronunciation","c2-pronunciation-03","نَتَكَلَّمُ الْعَرَبِيَّةَ قَلِيلًا.","pronunciation-03.mp3","Verified file and mapping metadata",""
"conversation","pronunciation","c2-pronunciation-04","أَنَا مُتَخَصِّصَةٌ فِي اللُّغَةِ الْعَرَبِيَّةِ.","pronunciation-04.mp3","Verified file and mapping metadata",""
"conversation","pronunciation","c2-pronunciation-05","الدَّرْسُ مِنَ الْخَامِسَةِ إِلَى السَّادِسَةِ مَسَاءً.","pronunciation-05.mp3","Verified file and mapping metadata",""
"conversation","pattern","c2-pattern-language-en","أَنَا أَتَكَلَّمُ الْإِنْجِلِيزِيَّةَ.","pattern-language-en.mp3","Verified file and mapping metadata",""
"conversation","pattern","c2-pattern-language-fr","أَنَا أَتَكَلَّمُ الْفَرَنْسِيَّةَ.","pattern-language-fr.mp3","Verified file and mapping metadata",""
"conversation","pattern","c2-pattern-language-ar","أَنَا أَتَكَلَّمُ الْعَرَبِيَّةَ.","pattern-language-ar.mp3","Verified file and mapping metadata",""
"conversation","pattern","c2-pattern-study-fusha","نَحْنُ نَدْرُسُ الْفُصْحَى.","pattern-study-fusha.mp3","Verified file and mapping metadata",""
"conversation","pattern","c2-pattern-study-ar","نَحْنُ نَدْرُسُ الْعَرَبِيَّةَ.","pattern-study-ar.mp3","Verified file and mapping metadata",""
"conversation","pattern","c2-pattern-study-en","نَحْنُ نَدْرُسُ الْإِنْجِلِيزِيَّةَ.","pattern-study-en.mp3","Verified file and mapping metadata",""
"conversation","pattern","c2-pattern-job-muwazzaf","أَنَا مُوَظَّفٌ فِي مَرْكَزِ لُغَاتٍ.","pattern-job-muwazzaf.mp3","Verified file and mapping metadata",""
"conversation","pattern","c2-pattern-job-muwazzafa","أَنَا مُوَظَّفَةٌ فِي مَرْكَزِ لُغَاتٍ.","pattern-job-muwazzafa.mp3","Verified file and mapping metadata",""
"conversation","pattern","c2-pattern-job-mutarjim","أَنَا مُتَرْجِمٌ فِي مَرْكَزِ لُغَاتٍ.","pattern-job-mutarjim.mp3","Verified file and mapping metadata",""
"conversation","pattern","c2-pattern-job-mutarjima","أَنَا مُتَرْجِمَةٌ فِي مَرْكَزِ لُغَاتٍ.","pattern-job-mutarjima.mp3","Verified file and mapping metadata",""
"conversation","pattern","c2-pattern-job-talib","أَنَا طَالِبٌ فِي مَرْكَزِ لُغَاتٍ.","pattern-job-talib.mp3","Verified file and mapping metadata",""
"conversation","pattern","c2-pattern-job-taliba","أَنَا طَالِبَةٌ فِي مَرْكَزِ لُغَاتٍ.","pattern-job-taliba.mp3","Verified file and mapping metadata",""
"conversation","pattern","c2-pattern-time-01","الدَّرْسُ مِنَ الْخَامِسَةِ إِلَى السَّادِسَةِ.","pattern-time-01.mp3","Verified file and mapping metadata",""
"conversation","pattern","c2-pattern-time-02","الدَّرْسُ مِنَ السَّادِسَةِ إِلَى السَّابِعَةِ.","pattern-time-02.mp3","Verified file and mapping metadata",""
"conversation","pattern","c2-pattern-time-03","الدَّرْسُ مِنَ السَّابِعَةِ إِلَى الثَّامِنَةِ.","pattern-time-03.mp3","Verified file and mapping metadata",""
"writing","model-full","w2-model-full","اِسْمِي آدَمُ. أَنَا مِنْ كَنَدَا. أَتَكَلَّمُ الْإِنْجِلِيزِيَّةَ، وَأَتَكَلَّمُ الْعَرَبِيَّةَ قَلِيلًا. أَدْرُسُ الْفُصْحَى فِي مَرْكَزِ دَارِ اللُّغَةِ فِي مَكْنَاسَ. دَرْسِي الْيَوْمَ مِنَ الْخَامِسَةِ إِلَى السَّادِسَةِ مَسَاءً.","model-full.mp3","Verified file and mapping metadata",""
"writing","model-sentence","w2-model-01","اِسْمِي آدَمُ.","model-01.mp3","Verified file and mapping metadata",""
"writing","model-sentence","w2-model-02","أَنَا مِنْ كَنَدَا.","model-02.mp3","Verified file and mapping metadata",""
"writing","model-sentence","w2-model-03","أَتَكَلَّمُ الْإِنْجِلِيزِيَّةَ، وَأَتَكَلَّمُ الْعَرَبِيَّةَ قَلِيلًا.","model-03.mp3","Verified file and mapping metadata",""
"writing","model-sentence","w2-model-04","أَدْرُسُ الْفُصْحَى فِي مَرْكَزِ دَارِ اللُّغَةِ فِي مَكْنَاسَ.","model-04.mp3","Verified file and mapping metadata",""
"writing","model-sentence","w2-model-05","دَرْسِي الْيَوْمَ مِنَ الْخَامِسَةِ إِلَى السَّادِسَةِ مَسَاءً.","model-05.mp3","Verified file and mapping metadata",""
"writing","writing-pattern","w2-pattern-languages","الْإِنْجِلِيزِيَّةُ وَالْفَرَنْسِيَّةُ.","pattern-languages.mp3","Verified file and mapping metadata",""
"writing","writing-pattern","w2-pattern-time","مِنَ الْخَامِسَةِ إِلَى السَّادِسَةِ.","pattern-time.mp3","Verified file and mapping metadata",""
"exam","listening","l2-exam-listening-01","مَرْيَمُ مُتَرْجِمَةٌ فِي مَرْكَزٍ بِمَكْنَاسَ. تَعْمَلُ فِي النَّهَارِ، وَهِيَ مَشْغُولَةٌ بِالْعَمَلِ الْيَوْمَ.","exam-listening-01.mp3","Verified file and mapping metadata",""
"exam","listening","l2-exam-listening-02","نَحْنُ طُلَّابٌ جُدُدٌ. نَتَكَلَّمُ الْإِنْجِلِيزِيَّةَ، وَنَدْرُسُ الْفُصْحَى. دَرْسُنَا غَدًا فِي الْمَسَاءِ.","exam-listening-02.mp3","Verified file and mapping metadata",""
"exam","speaking-model","l2-exam-speaking-model","أَتَكَلَّمُ الْعَرَبِيَّةَ قَلِيلًا. دَرْسِي غَدًا فِي الْمَسَاءِ.","exam-speaking-model.mp3","Verified file and mapping metadata",""
